,Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Name,[DNA] (nM),[PMix] (mg/mL),[Ribosome] (uM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino Acids] (mM),[tRNA] (ug/uL),hepes mM,ppk uM,polyphosphate mM,ctp mM,utp mM,tcep mM,folinic_acid mM,spermidine mM,rnas_inh U/ml,[Magnesium acetate] (mM) conc_to_add,[Magnesium acetate] (mM) vol_to_pipette_ul,[Creatine phosphate] (mM) conc_to_add,[Creatine phosphate] (mM) vol_to_pipette_ul,[Potassium glutamate] (mM) conc_to_add,[Potassium glutamate] (mM) vol_to_pipette_ul,[ATP] (mM) conc_to_add,[ATP] (mM) vol_to_pipette_ul,[GTP] (mM) conc_to_add,[GTP] (mM) vol_to_pipette_ul,[Amino Acids] (mM) conc_to_add,[Amino Acids] (mM) vol_to_pipette_ul,[tRNA] (ug/uL) conc_to_add,[tRNA] (ug/uL) vol_to_pipette_ul,base_master_mix_vol_to_add_ul,total_titration_vol_to_add_ul,buffer_vol_to_add_ul,total_vol_check_ul,Type
59,0 days 04:55:22,37.1,F9,312563,F,9,GFP-Gext,Plate 1,2026-03-19 16:57:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
60,0 days 05:00:22,37.1,F9,312213,F,9,GFP-Gext,Plate 1,2026-03-19 17:02:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
61,0 days 05:05:22,37.0,F9,311525,F,9,GFP-Gext,Plate 1,2026-03-19 17:07:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
62,0 days 05:10:22,37.0,F9,311914,F,9,GFP-Gext,Plate 1,2026-03-19 17:12:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
63,0 days 05:15:22,37.1,F9,311446,F,9,GFP-Gext,Plate 1,2026-03-19 17:17:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
64,0 days 05:20:22,37.0,F9,311989,F,9,GFP-Gext,Plate 1,2026-03-19 17:22:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
65,0 days 05:25:22,37.0,F9,311405,F,9,GFP-Gext,Plate 1,2026-03-19 17:27:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
66,0 days 05:30:22,37.0,F9,311055,F,9,GFP-Gext,Plate 1,2026-03-19 17:32:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
67,0 days 05:35:22,37.0,F9,311266,F,9,GFP-Gext,Plate 1,2026-03-19 17:37:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
68,0 days 05:40:22,37.0,F9,312701,F,9,GFP-Gext,Plate 1,2026-03-19 17:42:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
69,0 days 05:45:22,37.0,F9,311788,F,9,GFP-Gext,Plate 1,2026-03-19 17:47:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
70,0 days 05:50:22,37.0,F9,310835,F,9,GFP-Gext,Plate 1,2026-03-19 17:52:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
71,0 days 05:55:22,37.0,F9,311060,F,9,GFP-Gext,Plate 1,2026-03-19 17:57:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
72,0 days 06:00:22,37.0,F9,311781,F,9,GFP-Gext,Plate 1,2026-03-19 18:02:56,Cytation5,11,5.0,1.8,1.8,8.0,22.0,97.5,1.7,2.9,0.3885,3.535,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,7.7,0.031,21.5,0.215,97.5,0.39,1.672,0.167,2.919,0.292,0.388,1.194,3.546,1.013,5.407,3.302,1.291,10.0,Sample
73,0 days 00:00:22,27.7,F10,474,F,10,GFP-Gext,Plate 1,2026-03-19 12:02:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
74,0 days 00:05:22,33.8,F10,474,F,10,GFP-Gext,Plate 1,2026-03-19 12:07:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
75,0 days 00:10:22,37.0,F10,429,F,10,GFP-Gext,Plate 1,2026-03-19 12:12:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
76,0 days 00:15:22,37.0,F10,760,F,10,GFP-Gext,Plate 1,2026-03-19 12:17:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
77,0 days 00:20:22,37.0,F10,2712,F,10,GFP-Gext,Plate 1,2026-03-19 12:22:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
78,0 days 00:25:22,37.1,F10,6812,F,10,GFP-Gext,Plate 1,2026-03-19 12:27:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
79,0 days 00:30:22,37.0,F10,12972,F,10,GFP-Gext,Plate 1,2026-03-19 12:32:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
80,0 days 00:35:22,37.0,F10,20370,F,10,GFP-Gext,Plate 1,2026-03-19 12:37:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
81,0 days 00:40:22,37.0,F10,28067,F,10,GFP-Gext,Plate 1,2026-03-19 12:42:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
82,0 days 00:45:22,36.9,F10,36242,F,10,GFP-Gext,Plate 1,2026-03-19 12:47:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
83,0 days 00:50:22,37.0,F10,44528,F,10,GFP-Gext,Plate 1,2026-03-19 12:52:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
84,0 days 00:55:22,37.0,F10,52450,F,10,GFP-Gext,Plate 1,2026-03-19 12:57:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
85,0 days 01:00:22,37.0,F10,60002,F,10,GFP-Gext,Plate 1,2026-03-19 13:02:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
86,0 days 01:05:22,37.0,F10,67679,F,10,GFP-Gext,Plate 1,2026-03-19 13:07:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
87,0 days 01:10:22,37.0,F10,75234,F,10,GFP-Gext,Plate 1,2026-03-19 13:12:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
88,0 days 01:15:22,37.0,F10,81446,F,10,GFP-Gext,Plate 1,2026-03-19 13:17:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
89,0 days 01:20:22,37.0,F10,88024,F,10,GFP-Gext,Plate 1,2026-03-19 13:22:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
90,0 days 01:25:22,37.1,F10,93783,F,10,GFP-Gext,Plate 1,2026-03-19 13:27:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
91,0 days 01:30:22,37.1,F10,99270,F,10,GFP-Gext,Plate 1,2026-03-19 13:32:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
92,0 days 01:35:22,37.0,F10,105011,F,10,GFP-Gext,Plate 1,2026-03-19 13:37:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
93,0 days 01:40:22,37.0,F10,109814,F,10,GFP-Gext,Plate 1,2026-03-19 13:42:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
94,0 days 01:45:22,37.0,F10,114314,F,10,GFP-Gext,Plate 1,2026-03-19 13:47:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
95,0 days 01:50:22,36.9,F10,117683,F,10,GFP-Gext,Plate 1,2026-03-19 13:52:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
96,0 days 01:55:22,37.0,F10,120736,F,10,GFP-Gext,Plate 1,2026-03-19 13:57:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
97,0 days 02:00:22,37.0,F10,125258,F,10,GFP-Gext,Plate 1,2026-03-19 14:02:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
98,0 days 02:05:22,37.0,F10,126559,F,10,GFP-Gext,Plate 1,2026-03-19 14:07:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
99,0 days 02:10:22,37.0,F10,130052,F,10,GFP-Gext,Plate 1,2026-03-19 14:12:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
100,0 days 02:15:22,37.0,F10,131602,F,10,GFP-Gext,Plate 1,2026-03-19 14:17:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
101,0 days 02:20:22,37.0,F10,133003,F,10,GFP-Gext,Plate 1,2026-03-19 14:22:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
102,0 days 02:25:22,37.0,F10,135532,F,10,GFP-Gext,Plate 1,2026-03-19 14:27:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
103,0 days 02:30:22,37.1,F10,136829,F,10,GFP-Gext,Plate 1,2026-03-19 14:32:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
104,0 days 02:35:22,37.0,F10,138653,F,10,GFP-Gext,Plate 1,2026-03-19 14:37:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
105,0 days 02:40:22,37.0,F10,140228,F,10,GFP-Gext,Plate 1,2026-03-19 14:42:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
106,0 days 02:45:22,37.1,F10,141675,F,10,GFP-Gext,Plate 1,2026-03-19 14:47:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
107,0 days 02:50:22,37.0,F10,142562,F,10,GFP-Gext,Plate 1,2026-03-19 14:52:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
108,0 days 02:55:22,37.0,F10,143822,F,10,GFP-Gext,Plate 1,2026-03-19 14:57:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
109,0 days 03:00:22,37.0,F10,144801,F,10,GFP-Gext,Plate 1,2026-03-19 15:02:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
110,0 days 03:05:22,37.0,F10,146530,F,10,GFP-Gext,Plate 1,2026-03-19 15:07:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
111,0 days 03:10:22,37.0,F10,146327,F,10,GFP-Gext,Plate 1,2026-03-19 15:12:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
112,0 days 03:15:22,37.0,F10,147311,F,10,GFP-Gext,Plate 1,2026-03-19 15:17:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
113,0 days 03:20:22,37.0,F10,149145,F,10,GFP-Gext,Plate 1,2026-03-19 15:22:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
114,0 days 03:25:22,37.1,F10,148587,F,10,GFP-Gext,Plate 1,2026-03-19 15:27:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
115,0 days 03:30:22,36.9,F10,149641,F,10,GFP-Gext,Plate 1,2026-03-19 15:32:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
116,0 days 03:35:22,37.1,F10,150563,F,10,GFP-Gext,Plate 1,2026-03-19 15:37:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
117,0 days 03:40:22,37.0,F10,151606,F,10,GFP-Gext,Plate 1,2026-03-19 15:42:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
118,0 days 03:45:22,37.0,F10,151335,F,10,GFP-Gext,Plate 1,2026-03-19 15:47:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
119,0 days 03:50:22,37.0,F10,151930,F,10,GFP-Gext,Plate 1,2026-03-19 15:52:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
120,0 days 03:55:22,37.1,F10,153189,F,10,GFP-Gext,Plate 1,2026-03-19 15:57:56,Cytation5,30,5.0,1.8,1.8,21.0,34.0,97.5,2.9,1.9,0.3115,2.905,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,21.0,0.084,33.9,0.339,97.3,0.389,2.853,0.285,1.877,0.188,0.31,0.954,2.922,0.835,5.407,3.074,1.519,10.0,Sample
